기관대분류,최상위기관,기관명,전체기관명,총계,공개장소,비공개장소,공개장소 소계,범죄예방,시설안전 및 화재예방,교통단속,교통정보수집 분석 및 제공
국가행정기관,경찰청,부산동래경찰서,경찰청 부산광역시경찰청 부산동래경찰서,173,86,87,86,0,86,0,0
국가행정기관,경찰청,부산동부경찰서,경찰청 부산광역시경찰청 부산동부경찰서,97,57,40,57,0,57,0,0
국가행정기관,경찰청,부산북부경찰서,경찰청 부산광역시경찰청 부산북부경찰서,134,56,78,56,0,56,0,0
국가행정기관,경찰청,부산사상경찰서,경찰청 부산광역시경찰청 부산사상경찰서,148,68,80,68,0,68,0,0
국가행정기관,경찰청,부산사하경찰서,경찰청 부산광역시경찰청 부산사하경찰서,147,78,69,78,0,78,0,0
국가행정기관,경찰청,부산서부경찰서,경찰청 부산광역시경찰청 부산서부경찰서,104,43,61,43,0,43,0,0
국가행정기관,경찰청,부산연제경찰서,경찰청 부산광역시경찰청 부산연제경찰서,167,61,106,61,0,61,0,0
국가행정기관,경찰청,부산영도경찰서,경찰청 부산광역시경찰청 부산영도경찰서,85,52,33,52,0,52,0,0
국가행정기관,경찰청,부산중부경찰서,경찰청 부산광역시경찰청 부산중부경찰서,67,40,27,40,0,40,0,0
국가행정기관,경찰청,부산진경찰서,경찰청 부산광역시경찰청 부산진경찰서,220,117,103,117,0,117,0,0
국가행정기관,경찰청,부산해운대경찰서,경찰청 부산광역시경찰청 부산해운대경찰서,152,73,79,73,0,73,0,0
국가행정기관,경찰청,서울특별시지방경찰청,경찰청 서울특별시지방경찰청,2528,1905,623,1905,0,127,1778,0
국가행정기관,경찰청,1기동대,경찰청 서울특별시지방경찰청 1기동대,19,0,19,0,0,0,0,0
국가행정기관,경찰청,202경비대,경찰청 서울특별시지방경찰청 202경비대,43,0,43,0,0,0,0,0
국가행정기관,경찰청,22경찰경호대,경찰청 서울특별시지방경찰청 22경찰경호대,12,0,12,0,0,0,0,0
국가행정기관,경찰청,2기동대,경찰청 서울특별시지방경찰청 2기동대,58,0,58,0,0,0,0,0
국가행정기관,경찰청,3기동대,경찰청 서울특별시지방경찰청 3기동대,68,3,65,3,0,3,0,0
국가행정기관,경찰청,4기동대,경찰청 서울특별시지방경찰청 4기동대,41,0,41,0,0,0,0,0
국가행정기관,경찰청,5기동대,경찰청 서울특별시지방경찰청 5기동대,56,0,56,0,0,0,0,0
국가행정기관,경찰청,6기동대,경찰청 서울특별시지방경찰청 6기동대,17,0,17,0,0,0,0,0
국가행정기관,경찰청,7기동대,경찰청 서울특별시지방경찰청 7기동대,12,0,12,0,0,0,0,0
국가행정기관,경찰청,8기동대,경찰청 서울특별시지방경찰청 8기동대,28,0,28,0,0,0,0,0
국가행정기관,경찰청,경찰특공대,경찰청 서울특별시지방경찰청 경찰특공대,30,21,9,21,0,21,0,0
국가행정기관,경찰청,국회경비대,경찰청 서울특별시지방경찰청 국회경비대,11,0,11,0,0,0,0,0
국가행정기관,경찰청,기동단,경찰청 서울특별시지방경찰청 기동단,19,0,19,0,0,0,0,0
국가행정기관,경찰청,김포공항경찰대,경찰청 서울특별시지방경찰청 김포공항경찰대,5,0,5,0,0,0,0,0
국가행정기관,경찰청,서울강남경찰서,경찰청 서울특별시지방경찰청 서울강남경찰서,277,79,198,79,0,79,0,0
국가행정기관,경찰청,서울강동경찰서,경찰청 서울특별시지방경찰청 서울강동경찰서,245,53,192,53,0,53,0,0
국가행정기관,경찰청,서울강북경찰서,경찰청 서울특별시지방경찰청 서울강북경찰서,142,86,56,86,0,86,0,0
국가행정기관,경찰청,서울강서경찰서,경찰청 서울특별시지방경찰청 서울강서경찰서,273,177,96,177,0,177,0,0
국가행정기관,경찰청,서울관악경찰서,경찰청 서울특별시지방경찰청 서울관악경찰서,181,102,79,102,0,102,0,0
국가행정기관,경찰청,서울광진경찰서,경찰청 서울특별시지방경찰청 서울광진경찰서,238,127,111,127,0,127,0,0
국가행정기관,경찰청,서울구로경찰서,경찰청 서울특별시지방경찰청 서울구로경찰서,144,88,56,88,0,88,0,0
국가행정기관,경찰청,서울금천경찰서,경찰청 서울특별시지방경찰청 서울금천경찰서,202,57,145,57,0,57,0,0
국가행정기관,경찰청,서울남대문경찰서,경찰청 서울특별시지방경찰청 서울남대문경찰서,117,26,91,26,0,26,0,0
국가행정기관,경찰청,서울노원경찰서,경찰청 서울특별시지방경찰청 서울노원경찰서,140,72,68,72,0,72,0,0
국가행정기관,경찰청,서울도봉경찰서,경찰청 서울특별시지방경찰청 서울도봉경찰서,149,41,108,41,0,41,0,0
국가행정기관,경찰청,서울동대문경찰서,경찰청 서울특별시지방경찰청 서울동대문경찰서,201,116,85,116,0,116,0,0
국가행정기관,경찰청,서울동작경찰서,경찰청 서울특별시지방경찰청 서울동작경찰서,133,76,57,76,0,76,0,0
국가행정기관,경찰청,서울마포경찰서,경찰청 서울특별시지방경찰청 서울마포경찰서,180,98,82,98,12,86,0,0
국가행정기관,경찰청,서울방배경찰서,경찰청 서울특별시지방경찰청 서울방배경찰서,77,46,31,46,0,46,0,0
국가행정기관,경찰청,서울서대문경찰서,경찰청 서울특별시지방경찰청 서울서대문경찰서,139,47,92,47,0,47,0,0
국가행정기관,경찰청,서울서부경찰서,경찰청 서울특별시지방경찰청 서울서부경찰서,190,53,137,53,0,53,0,0
국가행정기관,경찰청,서울서초경찰서,경찰청 서울특별시지방경찰청 서울서초경찰서,181,88,93,88,0,88,0,0
국가행정기관,경찰청,서울성동경찰서,경찰청 서울특별시지방경찰청 서울성동경찰서,153,68,85,68,0,68,0,0
국가행정기관,경찰청,서울성북경찰서,경찰청 서울특별시지방경찰청 서울성북경찰서,164,97,67,97,0,97,0,0
국가행정기관,경찰청,서울송파경찰서,경찰청 서울특별시지방경찰청 서울송파경찰서,232,159,73,159,0,159,0,0
국가행정기관,경찰청,서울수서경찰서,경찰청 서울특별시지방경찰청 서울수서경찰서,191,62,129,62,0,62,0,0
국가행정기관,경찰청,서울양천경찰서,경찰청 서울특별시지방경찰청 서울양천경찰서,146,57,89,57,0,57,0,0
국가행정기관,경찰청,서울영등포경찰서,경찰청 서울특별시지방경찰청 서울영등포경찰서,150,81,69,81,0,81,0,0
국가행정기관,경찰청,서울용산경찰서,경찰청 서울특별시지방경찰청 서울용산경찰서,144,57,87,57,0,57,0,0
국가행정기관,경찰청,서울은평경찰서,경찰청 서울특별시지방경찰청 서울은평경찰서,152,95,57,95,0,95,0,0
국가행정기관,경찰청,서울종로경찰서,경찰청 서울특별시지방경찰청 서울종로경찰서,167,76,91,76,0,76,0,0
국가행정기관,경찰청,서울종암경찰서,경찰청 서울특별시지방경찰청 서울종암경찰서,107,70,37,70,0,70,0,0
국가행정기관,경찰청,서울중랑경찰서,경찰청 서울특별시지방경찰청 서울중랑경찰서,211,126,85,126,0,126,0,0
국가행정기관,경찰청,서울중부경찰서,경찰청 서울특별시지방경찰청 서울중부경찰서,83,42,41,42,0,42,0,0
국가행정기관,경찰청,서울혜화경찰서,경찰청 서울특별시지방경찰청 서울혜화경찰서,101,77,24,77,0,77,0,0
국가행정기관,경찰청,세종특별자치시경찰청,경찰청 세종특별자치시경찰청,69,2,67,2,0,2,0,0
국가행정기관,경찰청,세종남부경찰서,경찰청 세종특별자치시경찰청 세종남부경찰서,149,28,121,28,0,28,0,0
국가행정기관,경찰청,세종북부경찰서,경찰청 세종특별자치시경찰청 세종북부경찰서,66,31,35,31,0,31,0,0
국가행정기관,경찰청,울산광역시경찰청,경찰청 울산광역시경찰청,961,851,110,851,0,36,815,0
국가행정기관,경찰청,울산남부경찰서,경찰청 울산광역시경찰청 울산남부경찰서,174,101,73,101,0,101,0,0
국가행정기관,경찰청,울산동부경찰서,경찰청 울산광역시경찰청 울산동부경찰서,127,52,75,52,0,52,0,0
국가행정기관,경찰청,울산북부경찰서,경찰청 울산광역시경찰청 울산북부경찰서,126,47,79,47,0,47,0,0
국가행정기관,경찰청,울산울주경찰서,경찰청 울산광역시경찰청 울산울주경찰서,134,133,1,133,0,133,0,0
국가행정기관,경찰청,울산중부경찰서,경찰청 울산광역시경찰청 울산중부경찰서,136,67,69,67,0,67,0,0
국가행정기관,경찰청,인천광역시지방경찰청,경찰청 인천광역시지방경찰청,1340,983,357,983,0,48,935,0
국가행정기관,경찰청,인천강화경찰서,경찰청 인천광역시지방경찰청 인천강화경찰서,108,45,63,45,0,45,0,0
국가행정기관,경찰청,인천계양경찰서,경찰청 인천광역시지방경찰청 인천계양경찰서,117,63,54,63,0,63,0,0
국가행정기관,경찰청,인천국제공항경찰단,경찰청 인천광역시지방경찰청 인천국제공항경찰단,49,4,45,4,0,4,0,0
국가행정기관,경찰청,인천남동경찰서,경찰청 인천광역시지방경찰청 인천남동경찰서,116,57,59,57,0,57,0,0
국가행정기관,경찰청,인천논현경찰서,경찰청 인천광역시지방경찰청 인천논현경찰서,154,36,118,36,0,36,0,0
국가행정기관,경찰청,인천미추홀경찰서,경찰청 인천광역시지방경찰청 인천미추홀경찰서,204,72,132,72,0,72,0,0
국가행정기관,경찰청,인천부평경찰서,경찰청 인천광역시지방경찰청 인천부평경찰서,112,66,46,66,0,66,0,0
국가행정기관,경찰청,인천삼산경찰서,경찰청 인천광역시지방경찰청 인천삼산경찰서,173,62,111,62,0,62,0,0
국가행정기관,경찰청,인천서부경찰서,경찰청 인천광역시지방경찰청 인천서부경찰서,234,80,154,80,0,80,0,0
국가행정기관,경찰청,인천연수경찰서,경찰청 인천광역시지방경찰청 인천연수경찰서,130,42,88,42,0,42,0,0
국가행정기관,경찰청,인천중부경찰서,경찰청 인천광역시지방경찰청 인천중부경찰서,166,111,55,111,0,111,0,0
국가행정기관,경찰청,전라남도경찰청,경찰청 전라남도경찰청,1701,1654,47,1654,0,220,1434,0
국가행정기관,경찰청,강진경찰서,경찰청 전라남도경찰청 강진경찰서,60,47,13,47,0,47,0,0
국가행정기관,경찰청,고흥경찰서,경찰청 전라남도경찰청 고흥경찰서,125,93,32,93,0,93,0,0
국가행정기관,경찰청,곡성경찰서,경찰청 전라남도경찰청 곡성경찰서,60,53,7,53,0,53,0,0
국가행정기관,경찰청,광양경찰서,경찰청 전라남도경찰청 광양경찰서,98,68,30,68,0,68,0,0
국가행정기관,경찰청,구례경찰서,경찰청 전라남도경찰청 구례경찰서,74,58,16,58,0,58,0,0
국가행정기관,경찰청,나주경찰서,경찰청 전라남도경찰청 나주경찰서,101,72,29,72,0,72,0,0
국가행정기관,경찰청,담양경찰서,경찰청 전라남도경찰청 담양경찰서,79,67,12,67,0,67,0,0
국가행정기관,경찰청,목포경찰서,경찰청 전라남도경찰청 목포경찰서,389,292,97,292,0,292,0,0
국가행정기관,경찰청,무안경찰서,경찰청 전라남도경찰청 무안경찰서,94,71,23,71,0,71,0,0
국가행정기관,경찰청,보성경찰서,경찰청 전라남도경찰청 보성경찰서,99,80,19,80,0,80,0,0
국가행정기관,경찰청,순천경찰서,경찰청 전라남도경찰청 순천경찰서,226,148,78,148,0,148,0,0
국가행정기관,경찰청,여수경찰서,경찰청 전라남도경찰청 여수경찰서,253,191,62,191,0,191,0,0
국가행정기관,경찰청,영광경찰서,경찰청 전라남도경찰청 영광경찰서,78,58,20,58,0,58,0,0
국가행정기관,경찰청,영암경찰서,경찰청 전라남도경찰청 영암경찰서,76,63,13,63,0,63,0,0
국가행정기관,경찰청,완도경찰서,경찰청 전라남도경찰청 완도경찰서,97,83,14,83,0,83,0,0
국가행정기관,경찰청,장성경찰서,경찰청 전라남도경찰청 장성경찰서,65,52,13,52,0,52,0,0
국가행정기관,경찰청,장흥경찰서,경찰청 전라남도경찰청 장흥경찰서,71,57,14,57,0,57,0,0
국가행정기관,경찰청,진도경찰서,경찰청 전라남도경찰청 진도경찰서,78,60,18,60,0,60,0,0
국가행정기관,경찰청,함평경찰서,경찰청 전라남도경찰청 함평경찰서,66,51,15,51,0,51,0,0
국가행정기관,경찰청,해남경찰서,경찰청 전라남도경찰청 해남경찰서,92,68,24,68,0,68,0,0
국가행정기관,경찰청,화순경찰서,경찰청 전라남도경찰청 화순경찰서,90,72,18,72,0,72,0,0
국가행정기관,경찰청,전라북도지방경찰청,경찰청 전라북도지방경찰청,1767,1499,268,1499,0,27,1472,0
국가행정기관,경찰청,고창경찰서,경찰청 전라북도지방경찰청 고창경찰서,95,77,18,77,0,77,0,0
국가행정기관,경찰청,군산경찰서,경찰청 전라북도지방경찰청 군산경찰서,148,109,39,109,0,109,0,0
국가행정기관,경찰청,김제경찰서,경찰청 전라북도지방경찰청 김제경찰서,104,84,20,84,0,84,0,0
국가행정기관,경찰청,남원경찰서,경찰청 전라북도지방경찰청 남원경찰서,156,117,39,117,0,117,0,0
국가행정기관,경찰청,무주경찰서,경찰청 전라북도지방경찰청 무주경찰서,73,51,22,51,0,51,0,0
국가행정기관,경찰청,부안경찰서,경찰청 전라북도지방경찰청 부안경찰서,97,82,15,82,0,82,0,0
국가행정기관,경찰청,순창경찰서,경찰청 전라북도지방경찰청 순창경찰서,100,92,8,92,0,92,0,0
국가행정기관,경찰청,완주경찰서,경찰청 전라북도지방경찰청 완주경찰서,95,3,92,3,0,3,0,0
국가행정기관,경찰청,익산경찰서,경찰청 전라북도지방경찰청 익산경찰서,204,146,58,146,0,146,0,0
국가행정기관,경찰청,임실경찰서,경찰청 전라북도지방경찰청 임실경찰서,68,60,8,60,0,60,0,0
국가행정기관,경찰청,장수경찰서,경찰청 전라북도지방경찰청 장수경찰서,78,67,11,67,0,67,0,0
국가행정기관,경찰청,전주덕진경찰서,경찰청 전라북도지방경찰청 전주덕진경찰서,165,113,52,113,0,113,0,0
국가행정기관,경찰청,전주완산경찰서,경찰청 전라북도지방경찰청 전주완산경찰서,190,139,51,139,0,139,0,0
국가행정기관,경찰청,정읍경찰서,경찰청 전라북도지방경찰청 정읍경찰서,150,121,29,121,0,121,0,0
국가행정기관,경찰청,진안경찰서,경찰청 전라북도지방경찰청 진안경찰서,69,60,9,60,0,60,0,0
국가행정기관,경찰청,제주특별자치도지방경찰청,경찰청 제주특별자치도지방경찰청,534,424,110,424,98,46,280,0
국가행정기관,경찰청,경찰특공대,경찰청 제주특별자치도지방경찰청 경찰특공대,18,0,18,0,0,0,0,0
국가행정기관,경찰청,서귀포경찰서,경찰청 제주특별자치도지방경찰청 서귀포경찰서,185,133,52,133,33,100,0,0
국가행정기관,경찰청,제주동부경찰서,경찰청 제주특별자치도지방경찰청 제주동부경찰서,189,110,79,110,3,107,0,0
국가행정기관,경찰청,제주서부경찰서,경찰청 제주특별자치도지방경찰청 제주서부경찰서,152,74,78,74,0,74,0,0
국가행정기관,경찰청,제주해안경비단,경찰청 제주특별자치도지방경찰청 제주해안경비단,193,0,193,0,0,0,0,0
국가행정기관,경찰청,중앙경찰학교,경찰청 중앙경찰학교,138,0,138,0,0,0,0,0
국가행정기관,경찰청,충청남도지방경찰청,경찰청 충청남도지방경찰청,2064,2012,52,2012,0,184,1828,0
국가행정기관,경찰청,공주경찰서,경찰청 충청남도지방경찰청 공주경찰서,92,76,16,76,0,76,0,0
국가행정기관,경찰청,금산경찰서,경찰청 충청남도지방경찰청 금산경찰서,104,79,25,79,0,79,0,0
국가행정기관,경찰청,논산경찰서,경찰청 충청남도지방경찰청 논산경찰서,95,76,19,76,0,76,0,0
국가행정기관,경찰청,당진경찰서,경찰청 충청남도지방경찰청 당진경찰서,104,64,40,64,0,64,0,0
국가행정기관,경찰청,보령경찰서,경찰청 충청남도지방경찰청 보령경찰서,135,109,26,109,0,109,0,0
국가행정기관,경찰청,부여경찰서,경찰청 충청남도지방경찰청 부여경찰서,75,65,10,65,0,65,0,0
국가행정기관,경찰청,서산경찰서,경찰청 충청남도지방경찰청 서산경찰서,152,110,42,110,0,110,0,0
국가행정기관,경찰청,서천경찰서,경찰청 충청남도지방경찰청 서천경찰서,109,89,20,89,0,89,0,0
국가행정기관,경찰청,아산경찰서,경찰청 충청남도지방경찰청 아산경찰서,180,94,86,94,14,80,0,0
국가행정기관,경찰청,예산경찰서,경찰청 충청남도지방경찰청 예산경찰서,92,72,20,72,0,72,0,0
국가행정기관,경찰청,천안동남경찰서,경찰청 충청남도지방경찰청 천안동남경찰서,168,131,37,131,0,131,0,0
국가행정기관,경찰청,천안서북경찰서,경찰청 충청남도지방경찰청 천안서북경찰서,175,125,50,125,0,125,0,0
국가행정기관,경찰청,청양경찰서,경찰청 충청남도지방경찰청 청양경찰서,69,53,16,53,0,53,0,0
국가행정기관,경찰청,태안경찰서,경찰청 충청남도지방경찰청 태안경찰서,116,95,21,95,0,95,0,0
국가행정기관,경찰청,홍성경찰서,경찰청 충청남도지방경찰청 홍성경찰서,68,39,29,39,0,39,0,0
국가행정기관,경찰청,충청북도경찰청,경찰청 충청북도경찰청,1196,1127,69,1127,0,219,908,0
국가행정기관,경찰청,괴산경찰서,경찰청 충청북도경찰청 괴산경찰서,102,77,25,77,7,70,0,0
국가행정기관,경찰청,단양경찰서,경찰청 충청북도경찰청 단양경찰서,56,42,14,42,0,42,0,0
국가행정기관,경찰청,보은경찰서,경찰청 충청북도경찰청 보은경찰서,70,54,16,54,6,48,0,0
국가행정기관,경찰청,영동경찰서,경찰청 충청북도경찰청 영동경찰서,74,48,26,48,0,48,0,0
국가행정기관,경찰청,옥천경찰서,경찰청 충청북도경찰청 옥천경찰서,70,55,15,55,0,55,0,0
국가행정기관,경찰청,음성경찰서,경찰청 충청북도경찰청 음성경찰서,81,59,22,59,0,59,0,0
국가행정기관,경찰청,제천경찰서,경찰청 충청북도경찰청 제천경찰서,150,121,29,121,10,111,0,0
국가행정기관,경찰청,진천경찰서,경찰청 충청북도경찰청 진천경찰서,115,47,68,47,5,42,0,0
국가행정기관,경찰청,청주상당경찰서,경찰청 충청북도경찰청 청주상당경찰서,152,92,60,92,0,92,0,0
국가행정기관,경찰청,청주청원경찰서,경찰청 충청북도경찰청 청주청원경찰서,136,75,61,75,0,75,0,0
국가행정기관,경찰청,청주흥덕경찰서,경찰청 충청북도경찰청 청주흥덕경찰서,122,57,65,57,0,57,0,0
국가행정기관,경찰청,충주경찰서,경찰청 충청북도경찰청 충주경찰서,154,122,32,122,18,104,0,0
